type,name,notice,furigana
容器包装プラスチック,フロアスタンド（「金属以外、７０㎝超」以外）,,ふ
容器包装プラスチック,風呂がま,増改築に伴うものは請け負った業者に処分してもらう,ふ
容器包装プラスチック,プロジェクター,,ふ
容器包装プラスチック,風呂のふた,７０㎝以下に切れば普通ごみ,ふ
容器包装プラスチック,噴霧器（園芸用）,,ふ
容器包装プラスチック,文鎮（金属以外）,,ふ
容器包装プラスチック,文鎮（金属製）,,ふ
容器包装プラスチック,ヘアードライヤー,,へ
容器包装プラスチック,ヘアーブラシ（金属製）,,へ
容器包装プラスチック,ベッド（金属製）,,へ
容器包装プラスチック,ペット小屋（金属製）,,へ
容器包装プラスチック,ヘッドホン,,へ
容器包装プラスチック,ベビーカー（７０㎝以下）,,へ
容器包装プラスチック,ベビーシート,,へ
容器包装プラスチック,ベビーチェアー,,へ
容器包装プラスチック,ベビーベッド（金属製）,,へ
容器包装プラスチック,ベビーラック,,へ
容器包装プラスチック,ベランダ収納庫（金属製）,,へ
容器包装プラスチック,ヘルスメーター,,へ
容器包装プラスチック,ベンチ（金属製）,,へ
容器包装プラスチック,ベンチプレスマシン（金属以外、７０㎝以下）,,へ
容器包装プラスチック,ベンチプレスマシン（金属製）,,へ
容器包装プラスチック,ホイール（自動車用・アルミ・スチール製）,,ほ
容器包装プラスチック,ボイラー,増改築に伴うものは請け負った業者に処分してもらう,ほ
容器包装プラスチック,望遠鏡,,ほ
容器包装プラスチック,ほうき（７０㎝超）,,ほ
容器包装プラスチック,包丁（金属製）,刃を紙で包み「危険」と表示して、他のごみと分ける　,ほ
容器包装プラスチック,包丁（セラミック製）,刃を紙で包み「危険」と表示して、他のごみと分ける　,ほ
容器包装プラスチック,ボウリングのボール,,ほ
容器包装プラスチック,ボウル（金属製）,,ほ
容器包装プラスチック,ボウル（耐熱ガラス製）,,ほ
容器包装プラスチック,ホース,,ほ
容器包装プラスチック,ホースリール（金属製）,,ほ
容器包装プラスチック,ポータブルコピー機,,ほ
容器包装プラスチック,ホームベーカリー,,ほ
容器包装プラスチック,ホームラック（金属製）,,ほ
容器包装プラスチック,ホーロー鍋,,ほ
容器包装プラスチック,木刀（７０㎝超）,,ほ
容器包装プラスチック,歩行器（ベビー用）,,ほ
容器包装プラスチック,ポット,,ほ
容器包装プラスチック,ホットカーペット（７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,ほ
容器包装プラスチック,ホットプレート,,ほ
容器包装プラスチック,ホッピング,全体の８０％以上金属のものは、埋立ごみの日の金属へ,ほ
容器包装プラスチック,ほ乳びん,,ほ
容器包装プラスチック,ポリタンク,中身を抜く,ほ
容器包装プラスチック,ポリバケツ（７０㎝超）,,ほ
容器包装プラスチック,ホワイトボード,,ほ
容器包装プラスチック,本棚（金属製）,,ほ
容器包装プラスチック,マイク,,ま
容器包装プラスチック,マガジンラック（金属製）,,ま
容器包装プラスチック,枕（７０㎝超）,,ま
容器包装プラスチック,マッサージ機（いす型、７０㎝以下）,,ま
容器包装プラスチック,マッサージ機（いす型以外）,,ま
容器包装プラスチック,窓用換気扇（７０㎝以下）,,ま
容器包装プラスチック,マルチシート（家庭菜園用・７０㎝超）,７０㎝以下に裁断すれば、普通ごみ,ま
容器包装プラスチック,マレットゴルフスティック,,ま
容器包装プラスチック,ミキサー,,み
容器包装プラスチック,ミシン（「金属以外、７０㎝超」以外）,,み
容器包装プラスチック,ミシン（卓上型）,,み
容器包装プラスチック,ミニコンポ,,み
容器包装プラスチック,虫めがね,レンズがプラスチック製のものは、普通ごみ,む
容器包装プラスチック,むしろ（７０㎝超）,広げたときに７０㎝を超えているものは、埋立ごみ,む
容器包装プラスチック,めがね,,め
容器包装プラスチック,めがねケース（金属製）,,め
容器包装プラスチック,メモリー類（ＳＤカード、ＵＳＢメモリなど）,,め
容器包装プラスチック,面（野球・剣道用）,,め
容器包装プラスチック,餅つき機,,も
容器包装プラスチック,モップ,,も
容器包装プラスチック,モデム,,も
容器包装プラスチック,物置（小型）,,も
容器包装プラスチック,物干し（室内用）,,も
容器包装プラスチック,物干しざお（金属製）,,も
容器包装プラスチック,物干し台（金属以外、７０㎝以下）,,も
容器包装プラスチック,物干し台（金属製）,,も
容器包装プラスチック,やかん（金属製）,,や
容器包装プラスチック,薬品のびん,,や
容器包装プラスチック,薬品容器（ガラス製）,,や
容器包装プラスチック,薬品容器（金属製）,,や
容器包装プラスチック,床暖房パネル,,ゆ
容器包装プラスチック,湯たんぽ（金属製）,,ゆ
容器包装プラスチック,湯飲み茶碗,,ゆ
容器包装プラスチック,湯沸かし器,電池はとる,ゆ
容器包装プラスチック,浴槽（金属以外、７０㎝以下）,,よ
容器包装プラスチック,浴槽（金属製）,,よ
容器包装プラスチック,よしず（７０㎝超）,,よ
容器包装プラスチック,ライター,ガスを使い切って、専用のカゴに入れてください,ら
容器包装プラスチック,ライティングデスク（金属製）,,ら
容器包装プラスチック,ラケット,,ら
容器包装プラスチック,ラジオ,,ら
容器包装プラスチック,ラジカセ,,ら
容器包装プラスチック,ラジコンカー,電池はとる,ら
容器包装プラスチック,ランタン,油は抜く。電気ランタンは、埋立ごみの日の金属へ　,ら
容器包装プラスチック,ランチジャー,,ら
容器包装プラスチック,ランニングマシン（「金属以外、７０㎝超」以外）,,ら
容器包装プラスチック,リール（釣り用）,,り
容器包装プラスチック,リビングライト（「金属以外、７０㎝超」以外）,,り
容器包装プラスチック,離乳食のびん,,り
容器包装プラスチック,リモコン（電化製品用）,電池はとる,り
容器包装プラスチック,料理用はかり,,り
容器包装プラスチック,旅行かばん（金属製）,,り
容器包装プラスチック,ルーフボックス（車両用、７０㎝以下）,,る
容器包装プラスチック,ルームランナー（「金属以外、７０㎝超」以外）,,る
容器包装プラスチック,冷風機,,れ
容器包装プラスチック,冷風扇,,れ
容器包装プラスチック,レーザーディスクプレイヤー,,れ
容器包装プラスチック,レジャーテーブル（金属製）,,れ
容器包装プラスチック,レンジ台（金属以外、７０㎝超）,,れ
容器包装プラスチック,レンジ台（金属製）,,れ
容器包装プラスチック,レンジフードファン,,れ
容器包装プラスチック,ロープ（金属以外・７０㎝超）,１辺７０㎝以下に裁断すれば、普通ごみ,ろ
容器包装プラスチック,ローラースケート,,ろ
容器包装プラスチック,ローラーブレード,,ろ
容器包装プラスチック,ロッカー（金属製）,,ろ
容器包装プラスチック,ロッキングチェア（金属製）,,ろ
容器包装プラスチック,ワープロ,「ワープロ」と表示,わ
容器包装プラスチック,ワイヤーロープ,,わ
容器包装プラスチック,ワゴン（金属以外、７０㎝以下）,,わ
容器包装プラスチック,ワゴン（金属製）,,わ
容器包装プラスチック,割れたガラス,紙で包み「危険」と表示,わ
容器包装プラスチック,割れたコップ,紙で包み「危険」と表示,わ
資源ごみ,アイスクリームのカップ容器(プラスチック）,紙製のものは普通ごみ,あ
資源ごみ,アルミ缶,ひと洗いする・つぶさない・たばこの吸いがらなどを入れない,あ
資源ごみ,いちごケース,,い
資源ごみ,インスタント食品のプラスチック容器,,い
資源ごみ,インスタントラーメンの袋,,い
資源ごみ,植木鉢（苗木ポット）,,う
資源ごみ,ウオッシャー液のプラスチックボトル,キャップを外す・中身を使いきってひと洗い,う
資源ごみ,液体ワックスのプラスチックボトル,キャップを外す・中身を使いきってひと洗い,え
資源ごみ,枝豆のネット,,え
資源ごみ,王冠（金属製）,,お
資源ごみ,王冠（プラスチック製）,,お
資源ごみ,お菓子の缶（２５㎝未満）,,お
資源ごみ,温度計（水銀を含む）,,お
資源ごみ,菓子の袋,裏が銀色でも対象,か
資源ごみ,菓子のプラスチック容器,,か
資源ごみ,カセットボンベ,使い切ってから火気のない屋外で穴をあける,か
資源ごみ,カップ麺の包装フィルム,,か
資源ごみ,カップ麺の容器（プラスチック製）,,か
資源ごみ,カレーのプラスチック容器,,か
資源ごみ,缶（飲料缶・缶詰）,,か
資源ごみ,缶（菓子缶・ミルク缶など、２５㎝未満）,,か
資源ごみ,缶（酒缶・燗のできるもの）,,か
資源ごみ,缶（スプレー缶）,使い切ってから火気のない屋外で穴をあける,か
資源ごみ,乾電池,,か
資源ごみ,キャップ（金属製）,,き
資源ごみ,キャラメルの包装フィルム,,き
資源ごみ,薬のシート,,く
資源ごみ,口紅の容器（プラスチック製）,,く
資源ごみ,蛍光灯(管）,,け
資源ごみ,化粧品のプラスチックボトル,キャップを外す,け
資源ごみ,化粧容器（プラスチック製）,,け
資源ごみ,紅茶のプラスチック容器,,こ
資源ごみ,米袋,紙製のものはダンボールと同じ扱い,こ
資源ごみ,魚のトレイ,スーパーの店頭回収をご利用ください,さ
資源ごみ,魚の包装フィルム,,さ
資源ごみ,湿布剤のフィルム,,し
資源ごみ,シャンプーのプラスチックボトル,キャップを外す,し
資源ごみ,充電式電池,電池リサイクル協力店でも回収しています,し
資源ごみ,食品のトレイ,スーパーの店頭回収をご利用ください,し
資源ごみ,食用油のプラスチックボトル,キャップを外す　　,し
資源ごみ,除湿機,「除湿機」と必ず表示,し
資源ごみ,スーパーの袋（レジ袋）,,す
資源ごみ,スチール缶,ひと洗いする・つぶさない・たばこの吸いがらなどを入れない,す
資源ごみ,スプレー缶,使い切ってから火気のない屋外で穴をあける,す
資源ごみ,洗剤のキャップ（プラスチック製）,,せ
資源ごみ,惣菜のトレイ,スーパーの店頭回収をご利用ください,そ
資源ごみ,惣菜のプラスチック容器,,そ
資源ごみ,ソースのプラスチックボトル,キャップを外す,そ
資源ごみ,体温計（水銀含む）,,た
資源ごみ,卓上ボンベ(カセットコンロ用）,使い切ってから火気のない屋外で穴をあける,た
資源ごみ,たばこの包装フィルム,,た
資源ごみ,卵パック(プラスチック製）,,た
資源ごみ,たまねぎのネット,,た
資源ごみ,チューブのキャップ（プラスチック製）,,ち
資源ごみ,トイレットペーパーの袋,,と
資源ごみ,豆腐のプラスチック容器,,と
資源ごみ,トレイ（食品用）,スーパーの店頭回収をご利用ください,と
資源ごみ,トロ箱,,と
資源ごみ,苗木ポット,,な
資源ごみ,納豆の包装フィルム,,な
資源ごみ,肉のトレイ,スーパーの店頭回収をご利用ください,に
資源ごみ,肉の包装フィルム,,に
資源ごみ,乳酸飲料のカップ容器,,に
資源ごみ,入浴剤のフタ（プラスチック製）,,に
資源ごみ,ノートの包装フィルム,,の
資源ごみ,海苔の缶（２５㎝未満）,,の
資源ごみ,海苔のプラスチック容器,,の
資源ごみ,バッテリー（携帯電話、電気製品）,なるべく、販売店に引き取りを依頼してください,は
資源ごみ,発泡スチロールの緩衝材,,は
資源ごみ,発泡スチロールの箱,,は
資源ごみ,発泡スチロールの容器,,は
資源ごみ,発泡トレイ,スーパーの店頭回収をご利用ください,は
資源ごみ,漂白剤のプラスチックボトル,キャップを外す,ひ
資源ごみ,プラスチック容器,,ふ
資源ごみ,プラスチック製容器・包装,,ふ
資源ごみ,ペットボトル,キャップを外す,へ
資源ごみ,ペットボトルのキャップ（金属製）,,へ
資源ごみ,ペットボトルのキャップ（プラスチック製）,,へ
資源ごみ,ペットボトルのラベル,,へ
資源ごみ,包装用フィルム,,ほ
資源ごみ,ボタン電池,電池リサイクル協力店でも回収しています,ほ
資源ごみ,マーガリンのプラスチック容器,,ま
資源ごみ,味噌のプラスチック容器,,み
資源ごみ,薬品のプラスチックボトル,キャップを外す,や
資源ごみ,薬品容器（プラスチック製）,,や
資源ごみ,野菜のトレイ,スーパーの店頭回収をご利用ください,や
資源ごみ,野菜の包装フィルム,,や
資源ごみ,ヨーグルトのカップ容器,,よ
資源ごみ,ヨーグルトの包装フィルム,,よ
資源ごみ,リンスのプラスチックボトル,キャップを外す,り
資源ごみ,冷水器,なるべく、販売店に引き取りを依頼してください。資源の日に出す場合はフロン回収製品・冷水器と表示,れ
資源ごみ,レジ袋,,れ
普通ごみ,アイスノン,,あ
普通ごみ,アイスボックス（７０㎝以下）,,あ
普通ごみ,アイロン台（７０㎝以下）,,あ
普通ごみ,足こぎ四輪車（幼児用）（「金属製または電動製」以外）,,あ
普通ごみ,足ふきマット（繊維製・ゴム製、７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,あ
普通ごみ,アルバム,金具類はなるべく外してあき缶以外の金属に出す,あ
普通ごみ,アルミ箔,,あ
普通ごみ,アルミ箔の芯（紙製等）,,あ
普通ごみ,安全ピン（金属以外）,,あ
普通ごみ,衣装掛け（金属以外、７０㎝以下）,,い
普通ごみ,衣装ケース（金属以外、７０㎝以下）,,い
普通ごみ,いす（金属以外、７０㎝以下）,,い
普通ごみ,板きれ（７０㎝まで）*太さ１０ｃｍ程度まで,ひもでしばって束ねて１回３束程度を目安に・多い場合は有料戸別収集で,い
普通ごみ,衣類,,い
普通ごみ,インクカートリッジ,なるべく販売店にひき取ってもらってください,い
普通ごみ,インクリボン,なるべく販売店にひき取ってもらってください,い
普通ごみ,植木台（金属以外・７０㎝以下）,,う
普通ごみ,植木鉢（プラスチック製）,,う
普通ごみ,浮き輪（７０㎝以下）,空気を抜いて,う
普通ごみ,ウッドカーペット（７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,う
普通ごみ,枝きれ（太さ10㎝程度、長さ７０㎝まで）,ひもでしばって束ねて１回３束程度を目安に・多い場合は有料戸別収集で,え
普通ごみ,縁台（金属以外・７０㎝以下）,,え
普通ごみ,鉛筆削り（電動製以外）,,え
普通ごみ,桶（金属以外・７０㎝以下）,,お
普通ごみ,押し入れだんす（７０㎝以下）,,お
普通ごみ,落ち葉,１回３袋程度を目安に・多い場合は有料戸別収集で,お
普通ごみ,おまる(幼児用）,汚物はトイレに捨てる,お
普通ごみ,おむつ,汚物はトイレに捨てる,お
普通ごみ,おもちゃ（「金属製または電動製」以外のもの）,,お
普通ごみ,折りたたみいす（金属以外、７０㎝以下）,,お
普通ごみ,折りたたみテーブル（金属以外、７０㎝以下）,ガラス製のものは、埋立ごみ,お
普通ごみ,カーテン（７０㎝以下）,広げたときに７０㎝を超えているものは、埋立ごみ,か
普通ごみ,カーテンレール（金属以外、７０㎝以下）,,か
普通ごみ,カーペット（７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,か
普通ごみ,カーボン紙,,か
普通ごみ,貝殻（食べ残し）,,か
普通ごみ,回転ハンガー（金属以外、７０㎝以下）,,か
普通ごみ,学習机（金属以外、７０㎝以下）,,か
普通ごみ,傘立て(プラスチック製）,,か
普通ごみ,傘の布・ビニール,,か
普通ごみ,菓子箱,できるだけ、各校下・地区の集団回収をご利用ください,か
普通ごみ,カセットテープ,,か
普通ごみ,カセットテープのケース,,か
普通ごみ,カップ麺の容器（紙製）,,か
普通ごみ,かつら,,か
普通ごみ,かばん（アタッシュケース）（金属以外）,,か
普通ごみ,かばん（革製）,,か
普通ごみ,かばん（ナイロン製・ビニル製）,塩化ビニル製のものは埋立ごみへ,か
普通ごみ,かばん（ランドセル）,,か
普通ごみ,紙おむつ,汚物はトイレに捨てる,か
普通ごみ,紙くず,,か
普通ごみ,神棚（７０㎝以下）,,か
普通ごみ,紙パック（裏がアルミ処理してあるもの）,,か
普通ごみ,紙パック（裏がアルミ処理してないもの）,各校下・地区の集団回収をご利用ください（水で洗って切り開き乾かす）,か
普通ごみ,カメラケース,,か
普通ごみ,カラーボックス（７０㎝以下）,,か
普通ごみ,革靴,,か
普通ごみ,皮むき器（プラスチック製）,,か
普通ごみ,簡易トイレ,汚物はトイレに捨てる,か
普通ごみ,換気扇カバー,,か
普通ごみ,乾燥剤,,か
普通ごみ,感熱紙,,か
普通ごみ,ギター（７０㎝以下）,,き
普通ごみ,ギターケース（７０㎝以下）,,き
普通ごみ,キッチンマット（繊維製・ゴム製、７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,き
普通ごみ,牛乳パック,各校下・地区の集団回収をご利用ください（水で洗って切り開き乾かす）,き
普通ごみ,空気入れ（金属以外）,,く
普通ごみ,クーラーボックス（７０㎝以下）,,く
普通ごみ,草ごみ,どろをはらって乾燥させる,く
普通ごみ,鎖（金属以外）,,く
普通ごみ,串(木製）,先を折って危なくないように,く
普通ごみ,くつ（ズック、革靴、革ブーツ、サンダル）,,く
普通ごみ,くつのスパイク（金属以外）,,く
普通ごみ,くつ下,,く
普通ごみ,クッション（７０㎝以下）,,く
普通ごみ,グラタン皿（アルミ製）,,く
普通ごみ,車(幼児用）（「金属製または電動製」以外・７０㎝以下),,く
普通ごみ,グローブ（野球用など）,,く
普通ごみ,ゲームソフト,カセットタイプのものは、埋立ごみの日の金属,け
普通ごみ,げた箱（金属以外、７０㎝以下）,増改築に伴うものは請け負った業者に処分してもらう,け
普通ごみ,ケチャップのチューブ,キャップは資源（容プラ）,け
普通ごみ,玄関マット（繊維製・ゴム製、７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,け
普通ごみ,剣道用具（こて）,,け
普通ごみ,剣道用具（竹刀、７０㎝以下）,,け
普通ごみ,剣道用具（胴）,,け
普通ごみ,工作用のりのチューブ,キャップを外す,こ
普通ごみ,ゴーグル,,こ
普通ごみ,コートハンガー（金属以外、７０㎝以下）,,こ
普通ごみ,氷枕（ゴム製）,,こ
普通ごみ,ござ（７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,こ
普通ごみ,コップ（プラスチック製）,,こ
普通ごみ,碁盤（厚さ１０㎝未満）,,こ
普通ごみ,ごみ箱(金属以外）,,こ
普通ごみ,ゴム手袋,,こ
普通ごみ,ゴム長靴,,こ
普通ごみ,ゴムホース（７０㎝以下）,伸ばしたときに７０㎝を超えているものは、埋立ごみ,こ
普通ごみ,米びつ（金属以外、７０㎝以下）,,こ
普通ごみ,コルクボード（７０㎝以下）,,こ
普通ごみ,ゴルフシューズ,,こ
普通ごみ,コンポスト容器（７０㎝以下）,,こ
普通ごみ,サーフボード（７０㎝以下）,,さ
普通ごみ,裁縫箱（金属以外）,,さ
普通ごみ,サインペン,,さ
普通ごみ,さしこ（竹製鳥かご、７０㎝以下）,,さ
普通ごみ,座卓（７０㎝以下）,,さ
普通ごみ,雑誌,各校下・地区の集団回収をご利用ください,さ
普通ごみ,座ぶとん（７０㎝以下）,,さ
普通ごみ,ザル（プラスチック製）,,さ
普通ごみ,三角コーナー（金属以外）,,さ
普通ごみ,サンダル,,さ
普通ごみ,ＣＤ,,し
普通ごみ,ＣＤのケース,,し
普通ごみ,シーツ（７０㎝以下）,,し
普通ごみ,地下足袋,,し
普通ごみ,下敷き,,し
普通ごみ,漆器製食器（お椀など）,,し
普通ごみ,湿布剤,,し
普通ごみ,自動車カバー（７０㎝以下）,,し
普通ごみ,竹刀（７０㎝以下）,,し
普通ごみ,写真,,し
普通ごみ,しゃもじ（木製）,,し
普通ごみ,しゃもじ（プラスチック製）,,し
普通ごみ,車両用ルーフボックス（７０㎝以下）,,し
普通ごみ,シューズ,,し
普通ごみ,シューズボックス（金属以外、７０㎝以下）,増改築に伴うものは請け負った業者に処分してもらう,し
普通ごみ,じゅうたん（７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,し
普通ごみ,収納ケース・箱・ボックス（金属以外、７０㎝以下）,,し
普通ごみ,収納棚（金属以外、７０㎝以下）,扉や戸がガラスのものは、埋立ごみへ,し
普通ごみ,定規,,し
普通ごみ,将棋駒,,し
普通ごみ,将棋盤（厚さ１0㎝未満）,,し
普通ごみ,障子（金属以外、７０㎝以下）,増改築に伴うものは請け負った業者に処分してもらう,し
普通ごみ,照明器具のかさ（「金属製」以外）,,し
普通ごみ,じょうろ(金属以外）,,し
普通ごみ,除湿剤,,し
普通ごみ,書棚（金属以外、７０㎝以下）,,し
普通ごみ,食器（「金属製」以外）,,し
普通ごみ,ショッピングかご(プラスチック製）,,し
普通ごみ,人工肛門パック,汚物はトイレに捨てる,し
普通ごみ,人工芝（７０㎝以下）,,し
普通ごみ,新聞,各校下・地区の集団回収をご利用ください,し
普通ごみ,吸い殻（たばこ）,火を完全に消してから,す
普通ごみ,水筒（金属以外）,,す
普通ごみ,スーツケース（金属以外、７０㎝以下）,,す
普通ごみ,スキーウェア,,す
普通ごみ,スコップ（金属以外）,７０㎝超のものは埋立ごみ,す
普通ごみ,すだれ（竹製・プラスチック製・７０㎝以下）,,す
普通ごみ,ズック,,す
普通ごみ,砂（ペット用）,袋に可燃と記載されているものにかぎる、それ以外は埋立ごみ,す
普通ごみ,スノーダンプ（金属以外・７０㎝以下）,,す
普通ごみ,すのこ（７０㎝以下）,,す
普通ごみ,スプーン（プラスチック製）,,す
普通ごみ,すべり台（７０㎝以下）,,す
普通ごみ,スポンジ,,す
普通ごみ,スリッパ,,す
普通ごみ,スリッパ立て（金属以外・７０㎝以下）,,す
普通ごみ,生理用品,,せ
普通ごみ,石油ポンプ（手動式）,,せ
普通ごみ,洗車ブラシ,,せ
普通ごみ,洗濯ばさみ（金属以外）,,せ
普通ごみ,洗濯用ハンガー（金属以外）,,せ
普通ごみ,洗面器（プラスチック製）,,せ
普通ごみ,ソファー（７０㎝以下・スプリングなし）,,そ
普通ごみ,ソファーベッド（７０㎝以下・スプリングなし）,,そ
普通ごみ,そり,,そ
普通ごみ,そろばん,,そ
普通ごみ,タイヤゴムチューブ(自転車用）,,た
普通ごみ,タイヤチェーン（金属以外）,,た
普通ごみ,タオル,,た
普通ごみ,タオルケット（７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,た
普通ごみ,竹串,先を折って危なくないように,た
普通ごみ,竹馬（竹・木製、７０㎝以下）,,た
普通ごみ,竹ぼうき（７０㎝以下）,,た
普通ごみ,畳（７０㎝以下）,増改築に伴うものは請け負った業者に処分してもらう,た
普通ごみ,卓球台（７０㎝以下）,,た
普通ごみ,脱酸素剤,,た
普通ごみ,タッパ,,た
普通ごみ,たばこの吸いがら,火を完全に消してから,た
普通ごみ,卵パック(紙）,,た
普通ごみ,たらい(金属以外）,,た
普通ごみ,たる（７０ｎ㎝以下）,,た
普通ごみ,たわし(金属以外）,,た
普通ごみ,たんす（７０㎝以下）,,た
普通ごみ,ダンベル（金属以外）,,た
普通ごみ,ダンボール,各校下・地区の集団回収をご利用ください（ガムテープ、止め金具を取り除く）,た
普通ごみ,チェーン（金属以外）,,ち
普通ごみ,チェスト（７０㎝以下）,,ち
普通ごみ,茶だんす（７０㎝以下）,,ち
普通ごみ,チューブ（自転車用）,,ち
普通ごみ,チョーク,,ち
普通ごみ,チラシ,各校下・地区の集団回収をご利用ください,ち
普通ごみ,ちりとり（金属以外）,,ち
普通ごみ,ついたて（金属以外、７０㎝以下）,,つ
普通ごみ,机（金属以外、７０㎝以下）,,つ
普通ごみ,DVD（ソフト）,,て
普通ごみ,ティッシュくず,,て
普通ごみ,テーブル（金属以外、７０㎝以下）,,て
普通ごみ,デスクマット（７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,て
普通ごみ,手袋（ゴム手袋含む）,,て
普通ごみ,テレビ台（金属以外、７０㎝以下）,扉や戸がガラスのものは、埋立ごみへ,て
普通ごみ,点滴用パック（在宅治療用）,,て
普通ごみ,天ぷら油,紙や布にしみこませて,て
普通ごみ,胴（剣道用具）,,と
普通ごみ,戸棚（金属以外、７０㎝以下）,扉や戸がガラスのものは、埋立ごみへ,と
普通ごみ,トランク（金属以外、７０㎝以下）,,と
普通ごみ,鳥かご（金属以外),,と
普通ごみ,塗料容器（プラスチック製）,中身が残っているものは市で収集しませんので専門業者に処分を依頼してください,と
普通ごみ,鍋焼きうどんの容器（アルミ製）,,な
普通ごみ,生ごみ,水切りを十分にして,な
普通ごみ,波板（金属以外、７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,な
普通ごみ,荷造り用ひもバンド（７０㎝以下）,,に
普通ごみ,人形（ぬいぐるみ、７０㎝以下）,,に
普通ごみ,人形（プラスチック製）,,に
普通ごみ,ぬいぐるみ（７０㎝まで）,,ぬ
普通ごみ,布くず,,ぬ
普通ごみ,ネクタイ,,ね
普通ごみ,猫砂（紙・木・プラスチック製）,,ね
普通ごみ,寝袋（７０㎝以下）,,ね
普通ごみ,練りわさびのチューブ,キャップは資源（容プラ）,ね
普通ごみ,ノンカーボン紙,,の
普通ごみ,パイプいす（金属以外、７０㎝以下）,,は
普通ごみ,廃油処理箱,,は
普通ごみ,バインダー,金具類はなるべく外して埋立ごみの日の金属に出す,は
普通ごみ,はきもの,スキー靴は埋立ごみ,は
普通ごみ,バケツ（プラスチック製）,,は
普通ごみ,はしご（金属以外、７０㎝以下）,,は
普通ごみ,バスケットゴール（金属以外、７０㎝以下）,,は
普通ごみ,バスマット（７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,は
普通ごみ,パソコン机（金属以外、７０㎝以下）,,は
普通ごみ,パソコン用ラック（金属以外、７０㎝以下）,,は
普通ごみ,バット（木製、７０㎝以下）,,は
普通ごみ,花台（金属以外、７０㎝以下）,,は
普通ごみ,花火,水で湿らせる,は
普通ごみ,歯ブラシ（プラスチック製）,,は
普通ごみ,歯磨き粉のチューブ,キャップは資源（容プラ）,は
普通ごみ,ハンガー（プラスチック製・木製）,,は
普通ごみ,ハンガースタンド（金属以外、７０㎝以下）,,は
普通ごみ,ハンカチ,,は
普通ごみ,ハンドバッグ（革製）,,は
普通ごみ,パンフレット,各校下・地区の集団回収をご利用ください,は
普通ごみ,ハンマー（ゴム製）,,は
普通ごみ,ハンマー（木製、７０㎝以下）,,は
普通ごみ,ＰＰバンド（７０㎝以下）,,ひ
普通ごみ,ピアニカ,,ひ
普通ごみ,ビーズ,,ひ
普通ごみ,ビデオテープ,,ひ
普通ごみ,肥料袋,,ひ
普通ごみ,屏風（７０㎝以下）,,ひ
普通ごみ,ファンシーケース（金属以外、７０㎝以下）,,ふ
普通ごみ,フィルムのネガ,,ふ
普通ごみ,ブーツ（革製）,,ふ
普通ごみ,封筒,各校下・地区の集団回収をご利用ください（窓付き封筒はセロファンを取り除く）,ふ
普通ごみ,フォーク（プラスチック製）,,ふ
普通ごみ,腹膜透析パック,汚物はトイレに捨てる,ふ
普通ごみ,ふすま（７０㎝以下）,増改築に伴うものは請け負った業者に処分してもらう,ふ
普通ごみ,筆箱（金属以外）,,ふ
普通ごみ,ふとん（７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,ふ
普通ごみ,ふとん圧縮袋,,ふ
普通ごみ,ふとんたたき（金属以外）,,ふ
普通ごみ,フラワースタンド（金属以外）,,ふ
普通ごみ,ブランコ（金属以外、７０㎝以下）,,ふ
普通ごみ,プランター,７０㎝超のものは埋立ごみ,ふ
普通ごみ,古着（綿製品）,各校下・地区の集団回収をご利用ください（洗って、たたんで束ねる）,ふ
普通ごみ,風呂椅子,,ふ
普通ごみ,フロッピーディスク,,ふ
普通ごみ,風呂マット（７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,ふ
普通ごみ,ヘアーカーラー,,へ
普通ごみ,ヘアーブラシ（金属以外）,,へ
普通ごみ,ベッド（金属以外、７０㎝以下）,,へ
普通ごみ,ペット小屋（金属以外、７０㎝以下）,,へ
普通ごみ,ペットシーツ,汚物はトイレに捨てる,へ
普通ごみ,ペットのフン,汚物はトイレに捨てる,へ
普通ごみ,ベッドマット（７０㎝以下）,スプリングが入っているものは、埋立ごみ,へ
普通ごみ,ベッドマットレス（７０㎝以下）,スプリングが入っているものは、埋立ごみ,へ
普通ごみ,ベニヤ板（７０㎝以下）,,へ
普通ごみ,ベビーバス（７０㎝以下）,,へ
普通ごみ,ベビーベッド（金属以外、７０㎝以下）,,へ
普通ごみ,ベビー用カタカタ,,へ
普通ごみ,ベランダ収納庫（金属以外、７０㎝以下）,,へ
普通ごみ,ベルト,金属部分は取り外し、埋立ごみの日の金属へ,へ
普通ごみ,ヘルメット,,へ
